,age_group,sex,ethnicity,region,class
3653,C02C,C04B,C12A,C13J,Y
3654,C02C,C04A,C12A,C13G,N
3655,C02C,C04A,C12A,C13B,N
3656,C02C,C04A,C12A,C13B,N
3657,C02B,C04A,C12D,C13C,N
3658,C02C,C04B,C12A,C13G,N
3659,C02B,C04A,C12D,C13C,N
3660,C02A,C04B,C12A,C13J,N
3661,C02A,C04B,C12A,C13D,Y
3662,C02D,C04A,C12A,C13B,N
3663,C02B,C04A,C12A,C13L,N
3664,C02B,C04B,C12A,C13A,Y
3665,C02A,C04B,C12B,C13I,N
3666,C02B,C04A,C12A,C13H,Y
3667,C02B,C04A,C12A,C13B,Y
3668,C02D,C04A,C12A,C13F,N
3669,C02B,C04A,C12B,C13I,N
3670,C02D,C04B,C12A,C13H,N
3671,C02C,C04B,C12A,C13D,N
3672,C02C,C04A,C12A,C13B,N
3673,C02A,C04B,C12A,C13B,N
3674,C02C,C04A,C12A,C13D,Y
3675,C02B,C04A,C12D,C13I,N
3676,C02A,C04B,C12A,C13B,N
3677,C02C,C04B,C12A,C13E,N
3678,C02B,C04A,C12A,C13B,N
3679,C02B,C04A,C12A,C13C,N
3680,C02C,C04A,C12A,C13B,N
3681,C02D,C04B,C12A,C13B,N
3682,C02B,C04B,C12B,C13K,N
3683,C02C,C04B,C12A,C13H,N
3684,C02B,C04B,C12A,C13B,N
3685,C02A,C04B,C12A,C13H,Y
3686,C02A,C04A,C12D,C13B,N
3687,C02C,C04B,C12D,C13J,Y
3688,C02C,C04B,C12C,C13B,Y
3689,C02B,C04B,C12A,C13D,N
3690,C02B,C04A,C12A,C13B,Y
3691,C02A,C04A,C12A,C13G,N
3692,C02C,C04A,C12D,C13B,N
3693,C02B,C04A,C12C,C13I,Y
3694,C02B,C04B,C12D,C13J,N
3695,C02A,C04A,C12D,C13G,N
3696,C02C,C04A,C12C,C13K,N
3697,C02D,C04A,C12D,C13J,Y
3698,C02D,C04B,C12A,C13B,N
3699,C02C,C04B,C12A,C13B,N
3700,C02A,C04A,C12A,C13H,N
3701,C02B,C04A,C12A,C13H,Y
3702,C02A,C04B,C12B,C13C,N
3703,C02A,C04B,C12A,C13H,N
3704,C02B,C04B,C12A,C13D,N
3705,C02D,C04A,C12B,C13C,N
3706,C02B,C04A,C12D,C13J,N
3707,C02B,C04A,C12A,C13J,N
3708,C02C,C04A,C12A,C13B,N
3709,C02D,C04B,C12A,C13C,N
3710,C02B,C04B,C12B,C13B,N
3711,C02C,C04A,C12A,C13B,N
3712,C02B,C04A,C12A,C13E,N
3713,C02B,C04A,C12A,C13B,N
3714,C02B,C04A,C12C,C13B,N
3715,C02D,C04A,C12A,C13B,N
3716,C02B,C04B,C12A,C13D,N
3717,C02C,C04B,C12A,C13I,N
3718,C02C,C04B,C12A,C13B,N
3719,C02D,C04A,C12A,C13H,N
3720,C02A,C04A,C12C,C13G,N
3721,C02C,C04A,C12A,C13J,N
3722,C02A,C04A,C12A,C13G,N
3723,C02D,C04B,C12A,C13C,Y
3724,C02B,C04B,C12A,C13J,N
3725,C02B,C04A,C12A,C13G,Y
3726,C02C,C04B,C12A,C13H,N
3727,C02A,C04A,C12C,C13J,N
3728,C02B,C04B,C12A,C13B,N
3729,C02B,C04A,C12A,C13B,N
3730,C02C,C04A,C12A,C13B,N
3731,C02B,C04A,C12A,C13K,N
3732,C02A,C04A,C12A,C13B,N
3733,C02D,C04B,C12A,C13C,N
3734,C02B,C04B,C12A,C13B,N
3735,C02B,C04A,C12A,C13J,Y
3736,C02B,C04A,C12A,C13C,N
3737,C02C,C04A,C12C,C13F,N
3738,C02C,C04B,C12A,C13C,N
3739,C02B,C04B,C12A,C13B,Y
3740,C02D,C04A,C12A,C13B,N
3741,C02D,C04B,C12A,C13E,N
3742,C02D,C04B,C12B,C13K,N
3743,C02C,C04B,C12A,C13H,N
3744,C02C,C04B,C12A,C13J,Y
3745,C02D,C04B,C12A,C13L,N
3746,C02D,C04A,C12A,C13C,N
3747,C02C,C04B,C12A,C13B,N
3748,C02D,C04A,C12A,C13D,N
3749,C02C,C04B,C12A,C13G,N
3750,C02B,C04B,C12A,C13B,N
3751,C02D,C04B,C12A,C13B,N
3752,C02B,C04A,C12A,C13B,N
3753,C02A,C04B,C12A,C13H,N
3754,C02C,C04B,C12A,C13E,N
3755,C02B,C04A,C12A,C13B,N
3756,C02B,C04B,C12A,C13I,N
3757,C02C,C04B,C12A,C13B,N
3758,C02A,C04B,C12A,C13K,N
3759,C02B,C04A,C12A,C13C,Y
3760,C02A,C04A,C12A,C13B,N
3761,C02B,C04B,C12C,C13J,N
3762,C02B,C04B,C12A,C13B,N
3763,C02C,C04B,C12A,C13A,Y
3764,C02C,C04B,C12A,C13L,N
3765,C02B,C04A,C12D,C13B,N
3766,C02C,C04A,C12A,C13I,N
3767,C02B,C04B,C12C,C13J,N
3768,C02A,C04B,C12A,C13C,N
3769,C02B,C04B,C12A,C13C,N
3770,C02B,C04B,C12A,C13K,Y
3771,C02D,C04A,C12A,C13D,N
3772,C02B,C04B,C12A,C13C,Y
3773,C02B,C04B,C12A,C13C,Y
3774,C02D,C04B,C12A,C13B,N
3775,C02A,C04A,C12A,C13J,N
3776,C02A,C04B,C12B,C13L,N
3777,C02B,C04A,C12A,C13C,N
3778,C02B,C04B,C12A,C13B,N
3779,C02B,C04A,C12A,C13B,N
3780,C02B,C04B,C12B,C13I,N
3781,C02B,C04A,C12A,C13H,N
3782,C02B,C04B,C12A,C13J,N
3783,C02C,C04B,C12B,C13H,Y
3784,C02C,C04B,C12B,C13B,N
3785,C02B,C04B,C12A,C13F,Y
3786,C02D,C04B,C12C,C13G,N
3787,C02B,C04B,C12A,C13L,Y
3788,C02C,C04B,C12C,C13H,Y
3789,C02D,C04B,C12C,C13B,N
3790,C02A,C04A,C12D,C13J,N
3791,C02D,C04B,C12A,C13B,N
3792,C02A,C04A,C12A,C13B,N
3793,C02C,C04B,C12A,C13B,N
3794,C02A,C04B,C12A,C13C,N
3795,C02C,C04A,C12A,C13L,N
3796,C02C,C04B,C12A,C13B,Y
3797,C02B,C04B,C12A,C13C,N
3798,C02D,C04A,C12D,C13H,Y
3799,C02D,C04A,C12A,C13B,N
3800,C02B,C04A,C12A,C13B,N
3801,C02B,C04B,C12A,C13J,N
3802,C02C,C04B,C12B,C13F,N
3803,C02B,C04B,C12A,C13C,N
3804,C02D,C04B,C12B,C13J,N
3805,C02B,C04B,C12A,C13E,N
3806,C02A,C04B,C12A,C13G,N
3807,C02B,C04B,C12A,C13J,N
3808,C02B,C04A,C12A,C13C,N
3809,C02D,C04A,C12A,C13H,N
3810,C02C,C04B,C12D,C13I,N
3811,C02C,C04B,C12D,C13K,Y
3812,C02C,C04B,C12C,C13G,N
3813,C02B,C04B,C12A,C13A,N
3814,C02D,C04A,C12A,C13B,N
3815,C02D,C04B,C12B,C13D,N
3816,C02B,C04A,C12C,C13B,N
3817,C02C,C04A,C12A,C13B,N
3818,C02A,C04B,C12A,C13D,N
3819,C02D,C04B,C12A,C13C,N
3820,C02A,C04B,C12D,C13J,N
3821,C02C,C04A,C12C,C13H,N
3822,C02A,C04A,C12A,C13J,Y
3823,C02A,C04B,C12A,C13B,N
3824,C02D,C04B,C12A,C13B,N
3825,C02C,C04A,C12A,C13D,Y
3826,C02B,C04A,C12A,C13C,N
3827,C02A,C04A,C12D,C13G,N
3828,C02C,C04A,C12A,C13J,N
3829,C02B,C04B,C12A,C13B,N
3830,C02A,C04B,C12D,C13F,N
3831,C02B,C04B,C12A,C13A,N
3832,C02A,C04A,C12A,C13B,N
3833,C02C,C04B,C12A,C13J,N
3834,C02B,C04B,C12B,C13D,N
3835,C02D,C04A,C12A,C13B,N
3836,C02A,C04A,C12A,C13B,N
3837,C02C,C04B,C12A,C13C,N
3838,C02D,C04A,C12A,C13J,N
3839,C02B,C04A,C12A,C13K,N
3840,C02B,C04B,C12A,C13B,Y
3841,C02C,C04A,C12A,C13J,N
3842,C02B,C04A,C12A,C13J,N
3843,C02D,C04B,C12A,C13D,N
3844,C02D,C04A,C12C,C13J,N
3845,C02B,C04A,C12C,C13B,N
3846,C02A,C04B,C12A,C13J,N
3847,C02D,C04A,C12B,C13C,Y
3848,C02A,C04B,C12A,C13B,N
3849,C02B,C04A,C12A,C13I,N
3850,C02C,C04A,C12A,C13J,N
3851,C02A,C04B,C12A,C13H,N
3852,C02C,C04B,C12D,C13C,N
3853,C02A,C04B,C12B,C13J,N
3854,C02A,C04B,C12A,C13B,N
3855,C02D,C04B,C12D,C13J,N
3856,C02C,C04B,C12B,C13I,N
3857,C02A,C04B,C12A,C13B,N
3858,C02D,C04B,C12B,C13H,N
3859,C02A,C04B,C12B,C13B,N
3860,C02C,C04A,C12A,C13G,N
3861,C02B,C04B,C12D,C13I,N
3862,C02D,C04B,C12D,C13I,N
3863,C02A,C04A,C12A,C13B,Y
3864,C02A,C04A,C12A,C13B,N
3865,C02B,C04B,C12A,C13B,N
3866,C02B,C04A,C12A,C13C,N
3867,C02A,C04B,C12C,C13B,N
3868,C02B,C04A,C12A,C13D,N
3869,C02C,C04A,C12A,C13B,N
3870,C02B,C04B,C12D,C13B,N
3871,C02C,C04A,C12B,C13G,N
3872,C02B,C04A,C12A,C13B,N
3873,C02C,C04A,C12A,C13B,N
3874,C02B,C04B,C12A,C13J,N
3875,C02C,C04B,C12D,C13B,N
3876,C02C,C04A,C12A,C13B,N
3877,C02C,C04B,C12D,C13J,Y
3878,C02B,C04A,C12A,C13B,Y
3879,C02B,C04B,C12B,C13F,N
3880,C02C,C04A,C12A,C13B,N
3881,C02C,C04B,C12A,C13C,N
3882,C02C,C04B,C12A,C13D,N
3883,C02C,C04B,C12A,C13H,N
3884,C02B,C04B,C12B,C13F,N
3885,C02D,C04B,C12A,C13J,N
3886,C02A,C04A,C12D,C13K,N
3887,C02A,C04A,C12A,C13H,N
3888,C02A,C04B,C12A,C13E,N
3889,C02D,C04A,C12A,C13I,Y
3890,C02B,C04A,C12A,C13I,Y
3891,C02A,C04B,C12A,C13B,N
3892,C02C,C04B,C12A,C13C,N
3893,C02C,C04B,C12A,C13H,N
3894,C02B,C04A,C12D,C13A,N
3895,C02D,C04B,C12A,C13B,N
3896,C02C,C04A,C12A,C13H,N
3897,C02B,C04B,C12A,C13A,N
3898,C02B,C04A,C12A,C13I,N
3899,C02C,C04A,C12A,C13B,N
3900,C02C,C04B,C12A,C13B,N
3901,C02B,C04B,C12A,C13J,N
3902,C02C,C04B,C12A,C13C,N
3903,C02A,C04B,C12B,C13C,N
3904,C02C,C04A,C12A,C13C,N
3905,C02B,C04B,C12A,C13B,N
3906,C02A,C04B,C12A,C13H,N
3907,C02B,C04B,C12D,C13I,N
3908,C02B,C04B,C12A,C13F,N
3909,C02B,C04A,C12C,C13B,Y
3910,C02D,C04B,C12A,C13B,Y
3911,C02A,C04B,C12D,C13B,N
3912,C02C,C04B,C12A,C13H,N
3913,C02C,C04B,C12A,C13J,N
3914,C02A,C04A,C12A,C13B,N
3915,C02B,C04B,C12A,C13B,N
3916,C02B,C04B,C12A,C13B,N
3917,C02A,C04B,C12D,C13B,N
3918,C02C,C04B,C12B,C13J,N
3919,C02A,C04A,C12A,C13H,N
3920,C02D,C04A,C12A,C13E,N
3921,C02C,C04B,C12A,C13E,N
3922,C02B,C04B,C12A,C13H,N
3923,C02A,C04A,C12A,C13L,N
3924,C02C,C04A,C12A,C13E,N
3925,C02B,C04B,C12A,C13C,N
3926,C02C,C04B,C12A,C13L,N
3927,C02D,C04A,C12A,C13B,N
3928,C02D,C04A,C12A,C13B,N
3929,C02C,C04A,C12D,C13J,N
3930,C02C,C04A,C12A,C13F,Y
3931,C02A,C04A,C12C,C13B,N
3932,C02A,C04B,C12A,C13D,N
3933,C02C,C04A,C12D,C13J,N
3934,C02B,C04B,C12D,C13C,Y
3935,C02D,C04B,C12A,C13L,N
3936,C02D,C04A,C12A,C13D,N
3937,C02B,C04B,C12A,C13I,N
3938,C02C,C04B,C12A,C13B,N
3939,C02B,C04A,C12B,C13B,Y
3940,C02D,C04A,C12A,C13D,N
3941,C02D,C04B,C12D,C13L,Y
3942,C02D,C04B,C12B,C13H,N
3943,C02A,C04B,C12A,C13B,N
3944,C02C,C04B,C12A,C13C,Y
3945,C02B,C04A,C12A,C13L,N
3946,C02B,C04B,C12A,C13B,N
3947,C02A,C04B,C12A,C13E,N
3948,C02B,C04A,C12B,C13B,N
3949,C02D,C04B,C12A,C13G,N
3950,C02C,C04A,C12A,C13B,N
3951,C02B,C04A,C12A,C13G,N
3952,C02C,C04B,C12A,C13K,N
3953,C02A,C04B,C12A,C13C,N
3954,C02D,C04B,C12A,C13C,N
3955,C02B,C04B,C12A,C13B,N
3956,C02A,C04B,C12A,C13B,N
3957,C02D,C04A,C12A,C13K,N
3958,C02C,C04A,C12A,C13C,N
3959,C02B,C04B,C12A,C13C,N
3960,C02B,C04B,C12A,C13D,N
3961,C02B,C04B,C12A,C13E,Y
3962,C02B,C04A,C12A,C13H,N
3963,C02C,C04A,C12A,C13I,N
3964,C02B,C04B,C12A,C13H,N
3965,C02C,C04B,C12A,C13K,N
3966,C02B,C04B,C12A,C13A,Y
3967,C02A,C04A,C12A,C13K,Y
3968,C02C,C04B,C12B,C13H,N
3969,C02C,C04B,C12A,C13J,N
3970,C02C,C04B,C12C,C13B,N
3971,C02B,C04A,C12C,C13H,N
3972,C02C,C04B,C12A,C13I,Y
3973,C02B,C04A,C12C,C13B,N
3974,C02D,C04A,C12A,C13H,N
3975,C02A,C04B,C12B,C13J,N
3976,C02A,C04A,C12A,C13J,N
3977,C02B,C04A,C12A,C13B,N
3978,C02B,C04B,C12D,C13E,N
3979,C02B,C04A,C12A,C13E,N
3980,C02B,C04B,C12A,C13E,N
3981,C02C,C04A,C12A,C13B,N
3982,C02B,C04B,C12A,C13B,N
3983,C02B,C04B,C12B,C13H,N
3984,C02A,C04A,C12A,C13B,N
3985,C02A,C04A,C12D,C13B,Y
3986,C02C,C04B,C12D,C13B,N
3987,C02D,C04A,C12A,C13B,N
3988,C02B,C04B,C12A,C13H,N
3989,C02B,C04B,C12A,C13J,N
3990,C02B,C04A,C12A,C13B,N
3991,C02B,C04B,C12D,C13B,Y
3992,C02A,C04A,C12A,C13B,N
3993,C02B,C04B,C12A,C13H,N
3994,C02D,C04B,C12A,C13A,N
3995,C02A,C04A,C12A,C13B,N
3996,C02C,C04B,C12A,C13J,N
3997,C02A,C04B,C12B,C13J,N
3998,C02B,C04B,C12A,C13B,N
3999,C02D,C04A,C12A,C13H,N
4000,C02C,C04B,C12A,C13C,N
4001,C02D,C04A,C12B,C13H,N
4002,C02B,C04A,C12A,C13B,N
4003,C02A,C04A,C12D,C13C,N
4004,C02A,C04B,C12A,C13K,N
4005,C02A,C04B,C12A,C13B,N
4006,C02B,C04B,C12A,C13B,N
4007,C02A,C04B,C12A,C13K,N
4008,C02A,C04B,C12A,C13F,N
4009,C02C,C04A,C12A,C13J,N
4010,C02D,C04A,C12A,C13C,N
4011,C02B,C04A,C12A,C13B,N
4012,C02A,C04A,C12D,C13L,N
4013,C02B,C04A,C12A,C13B,N
4014,C02B,C04A,C12A,C13J,N
4015,C02C,C04A,C12A,C13D,N
4016,C02A,C04A,C12A,C13C,Y
4017,C02D,C04A,C12A,C13B,N
4018,C02C,C04A,C12B,C13G,Y
4019,C02A,C04A,C12D,C13A,N
4020,C02D,C04A,C12B,C13J,N
4021,C02B,C04A,C12A,C13C,Y
4022,C02A,C04B,C12A,C13B,N
4023,C02C,C04A,C12D,C13F,N
4024,C02B,C04B,C12A,C13B,Y
4025,C02B,C04A,C12A,C13B,N
4026,C02C,C04B,C12A,C13G,Y
4027,C02A,C04B,C12C,C13J,N
4028,C02D,C04A,C12A,C13J,N
4029,C02C,C04B,C12A,C13H,N
4030,C02B,C04B,C12A,C13B,N
4031,C02A,C04B,C12D,C13K,Y
4032,C02C,C04B,C12A,C13I,N
4033,C02D,C04A,C12A,C13E,N
4034,C02C,C04B,C12A,C13B,N
4035,C02D,C04B,C12A,C13J,N
4036,C02C,C04A,C12A,C13H,N
4037,C02C,C04B,C12B,C13F,N
4038,C02C,C04B,C12A,C13G,N
4039,C02C,C04A,C12A,C13B,N
4040,C02A,C04A,C12C,C13E,Y
4041,C02C,C04B,C12D,C13A,N
4042,C02D,C04B,C12A,C13H,N
4043,C02C,C04B,C12A,C13J,N
4044,C02B,C04A,C12A,C13I,N
4045,C02B,C04B,C12A,C13G,N
4046,C02D,C04B,C12A,C13D,N
4047,C02B,C04B,C12A,C13B,N
4048,C02A,C04B,C12B,C13B,Y
4049,C02B,C04A,C12A,C13J,N
4050,C02D,C04A,C12A,C13G,Y
4051,C02D,C04A,C12A,C13B,N
4052,C02A,C04A,C12D,C13J,N
4053,C02A,C04B,C12B,C13B,Y
4054,C02B,C04A,C12A,C13B,N
4055,C02C,C04B,C12A,C13K,N
4056,C02C,C04A,C12A,C13H,N
4057,C02B,C04A,C12A,C13J,N
4058,C02B,C04B,C12D,C13B,Y
4059,C02B,C04B,C12A,C13B,N
4060,C02B,C04B,C12A,C13C,N
4061,C02A,C04A,C12A,C13B,N
4062,C02B,C04B,C12A,C13B,N
4063,C02B,C04A,C12A,C13B,N
4064,C02A,C04A,C12A,C13C,N
4065,C02C,C04A,C12A,C13J,N
4066,C02C,C04B,C12D,C13D,N
4067,C02C,C04A,C12A,C13B,Y
4068,C02B,C04A,C12D,C13C,N
4069,C02B,C04A,C12D,C13C,N
4070,C02D,C04A,C12D,C13J,N
4071,C02B,C04B,C12A,C13F,N
4072,C02C,C04B,C12A,C13B,N
4073,C02A,C04B,C12A,C13I,N
4074,C02C,C04B,C12A,C13B,N
4075,C02A,C04B,C12A,C13G,Y
4076,C02C,C04B,C12B,C13J,N
4077,C02A,C04A,C12A,C13J,N
4078,C02B,C04B,C12A,C13J,N
4079,C02C,C04A,C12A,C13C,N
4080,C02D,C04B,C12A,C13B,N
4081,C02A,C04A,C12A,C13G,N
4082,C02A,C04A,C12A,C13B,N
4083,C02B,C04A,C12A,C13A,N
4084,C02C,C04B,C12D,C13J,N
4085,C02B,C04A,C12B,C13J,Y
4086,C02D,C04A,C12A,C13B,N
4087,C02D,C04A,C12A,C13G,N
4088,C02D,C04B,C12A,C13K,Y
4089,C02B,C04B,C12A,C13B,N
4090,C02D,C04A,C12D,C13G,N
4091,C02D,C04B,C12A,C13G,N
4092,C02C,C04B,C12B,C13J,N
4093,C02D,C04B,C12A,C13B,Y
4094,C02A,C04B,C12A,C13J,N
4095,C02B,C04B,C12A,C13C,N
4096,C02B,C04A,C12A,C13H,N
4097,C02C,C04B,C12A,C13A,N
4098,C02C,C04B,C12D,C13A,N
4099,C02C,C04A,C12B,C13B,N
4100,C02A,C04B,C12D,C13B,N
4101,C02D,C04B,C12A,C13H,N
4102,C02B,C04B,C12A,C13I,N
4103,C02B,C04B,C12A,C13J,Y
4104,C02D,C04B,C12A,C13B,N
4105,C02C,C04A,C12A,C13B,N
4106,C02C,C04B,C12A,C13J,N
4107,C02B,C04A,C12A,C13B,Y
4108,C02B,C04B,C12A,C13B,N
4109,C02C,C04B,C12A,C13B,N
4110,C02B,C04B,C12A,C13J,N
4111,C02B,C04A,C12B,C13J,N
4112,C02B,C04B,C12A,C13B,N
4113,C02B,C04A,C12A,C13B,Y
4114,C02B,C04B,C12A,C13H,N
4115,C02C,C04B,C12A,C13H,N
4116,C02C,C04B,C12D,C13B,Y
4117,C02C,C04A,C12A,C13B,N
4118,C02C,C04B,C12D,C13B,Y
4119,C02B,C04B,C12C,C13K,N
4120,C02C,C04B,C12A,C13K,N
4121,C02B,C04B,C12A,C13A,Y
4122,C02A,C04A,C12B,C13J,N
4123,C02B,C04B,C12D,C13C,N
4124,C02C,C04B,C12A,C13K,N
4125,C02A,C04A,C12A,C13A,N
4126,C02B,C04B,C12A,C13B,N
4127,C02C,C04B,C12C,C13B,Y
4128,C02C,C04B,C12A,C13K,N
4129,C02D,C04A,C12B,C13H,N
4130,C02A,C04B,C12B,C13B,N
4131,C02A,C04A,C12D,C13H,N
4132,C02D,C04B,C12A,C13B,N
4133,C02B,C04B,C12A,C13G,N
4134,C02C,C04B,C12A,C13B,Y
4135,C02C,C04B,C12A,C13C,N
4136,C02B,C04A,C12A,C13D,N
4137,C02B,C04B,C12A,C13G,N
4138,C02A,C04A,C12B,C13H,N
4139,C02C,C04A,C12A,C13I,N
4140,C02B,C04B,C12A,C13B,N
4141,C02D,C04B,C12B,C13I,N
4142,C02C,C04B,C12A,C13K,N
4143,C02A,C04B,C12A,C13B,N
4144,C02A,C04B,C12B,C13H,N
4145,C02D,C04A,C12A,C13J,N
4146,C02B,C04A,C12A,C13K,N
4147,C02D,C04B,C12C,C13B,N
4148,C02B,C04A,C12B,C13B,N
4149,C02B,C04A,C12A,C13J,Y
4150,C02D,C04B,C12A,C13H,Y
4151,C02B,C04A,C12A,C13B,N
4152,C02C,C04B,C12A,C13B,N
4153,C02B,C04A,C12B,C13A,N
4154,C02B,C04B,C12D,C13D,N
4155,C02B,C04B,C12A,C13I,N
4156,C02B,C04B,C12A,C13A,N
4157,C02B,C04A,C12A,C13I,N
4158,C02D,C04B,C12D,C13D,Y
4159,C02C,C04B,C12A,C13G,N
4160,C02D,C04B,C12D,C13B,N
4161,C02C,C04B,C12A,C13B,N
4162,C02C,C04A,C12A,C13B,N
4163,C02B,C04A,C12D,C13B,N
4164,C02B,C04A,C12B,C13B,N
4165,C02A,C04A,C12A,C13C,Y
4166,C02D,C04B,C12D,C13J,N
4167,C02B,C04A,C12D,C13C,N
4168,C02D,C04B,C12A,C13C,N
4169,C02C,C04B,C12A,C13B,N
4170,C02A,C04B,C12A,C13K,N
4171,C02B,C04A,C12C,C13C,N
4172,C02B,C04A,C12A,C13F,N
4173,C02C,C04A,C12D,C13H,N
4174,C02D,C04A,C12A,C13F,N
4175,C02B,C04A,C12B,C13H,N
4176,C02C,C04B,C12A,C13K,N
4177,C02B,C04B,C12A,C13B,N
4178,C02C,C04A,C12B,C13B,Y
4179,C02A,C04A,C12B,C13I,N
4180,C02D,C04A,C12A,C13E,N
4181,C02D,C04B,C12A,C13B,N
4182,C02D,C04B,C12A,C13B,N
4183,C02A,C04A,C12A,C13E,N
4184,C02B,C04B,C12A,C13G,N
4185,C02D,C04A,C12A,C13B,N
4186,C02C,C04A,C12A,C13A,N
4187,C02C,C04A,C12B,C13B,N
4188,C02D,C04B,C12A,C13D,Y
4189,C02B,C04A,C12A,C13C,N
4190,C02B,C04A,C12A,C13J,N
4191,C02A,C04B,C12A,C13H,N
4192,C02B,C04A,C12A,C13B,Y
4193,C02B,C04B,C12A,C13H,N
4194,C02C,C04B,C12D,C13B,N
4195,C02D,C04A,C12D,C13J,N
4196,C02C,C04A,C12A,C13B,N
4197,C02A,C04B,C12A,C13G,N
4198,C02D,C04B,C12A,C13B,N
4199,C02A,C04A,C12A,C13B,N
4200,C02C,C04B,C12A,C13B,N
4201,C02D,C04B,C12A,C13B,N
4202,C02D,C04A,C12A,C13B,N
4203,C02A,C04A,C12B,C13D,Y
4204,C02C,C04B,C12D,C13B,N
4205,C02C,C04B,C12A,C13J,N
4206,C02B,C04B,C12A,C13F,N
4207,C02B,C04B,C12B,C13B,N
4208,C02C,C04A,C12A,C13J,N
4209,C02C,C04A,C12A,C13C,N
4210,C02B,C04B,C12A,C13J,N
4211,C02C,C04A,C12B,C13J,N
4212,C02C,C04A,C12A,C13J,N
4213,C02A,C04B,C12A,C13C,N
4214,C02C,C04B,C12A,C13K,N
4215,C02D,C04A,C12A,C13J,N
4216,C02A,C04B,C12A,C13J,N
4217,C02B,C04A,C12A,C13D,N
4218,C02B,C04A,C12D,C13C,N
4219,C02C,C04B,C12C,C13G,N
4220,C02C,C04A,C12B,C13J,N
4221,C02B,C04A,C12A,C13B,Y
4222,C02D,C04A,C12A,C13B,N
4223,C02A,C04A,C12A,C13H,N
4224,C02A,C04A,C12A,C13J,Y
4225,C02C,C04A,C12A,C13B,N
4226,C02A,C04B,C12D,C13L,N
4227,C02B,C04A,C12A,C13I,N
4228,C02C,C04A,C12B,C13B,N
4229,C02B,C04B,C12A,C13J,N
4230,C02B,C04B,C12A,C13H,N
4231,C02D,C04A,C12B,C13B,Y
4232,C02C,C04B,C12D,C13H,N
4233,C02C,C04B,C12A,C13B,Y
4234,C02D,C04A,C12A,C13B,N
4235,C02B,C04B,C12A,C13B,Y
4236,C02D,C04B,C12A,C13H,N
4237,C02C,C04B,C12C,C13B,N
4238,C02C,C04B,C12A,C13H,N
4239,C02A,C04A,C12A,C13B,N
4240,C02B,C04B,C12A,C13J,N
4241,C02A,C04B,C12A,C13H,N
4242,C02D,C04A,C12D,C13B,N
4243,C02C,C04A,C12A,C13H,N
4244,C02A,C04B,C12B,C13B,Y
4245,C02C,C04B,C12A,C13B,Y
4246,C02B,C04A,C12A,C13B,N
4247,C02A,C04B,C12A,C13H,N
4248,C02D,C04A,C12A,C13K,N
4249,C02A,C04A,C12B,C13A,N
4250,C02C,C04B,C12D,C13I,N
4251,C02B,C04B,C12A,C13H,Y
4252,C02C,C04B,C12D,C13J,N
4253,C02D,C04B,C12A,C13B,Y
4254,C02B,C04A,C12A,C13J,N
4255,C02D,C04B,C12A,C13B,N
4256,C02B,C04B,C12D,C13B,Y
4257,C02D,C04B,C12A,C13B,N
4258,C02A,C04B,C12C,C13B,N
4259,C02B,C04A,C12B,C13B,N
4260,C02B,C04B,C12A,C13H,N
4261,C02A,C04B,C12A,C13B,N
4262,C02C,C04B,C12A,C13K,N
4263,C02B,C04B,C12A,C13B,Y
4264,C02C,C04A,C12B,C13B,N
4265,C02C,C04B,C12A,C13J,Y
4266,C02C,C04B,C12A,C13I,N
4267,C02C,C04B,C12A,C13J,Y
4268,C02C,C04B,C12B,C13E,Y
4269,C02A,C04B,C12A,C13E,N
4270,C02B,C04B,C12A,C13C,Y
4271,C02A,C04B,C12B,C13D,N
4272,C02D,C04B,C12A,C13H,N
4273,C02C,C04B,C12B,C13D,N
4274,C02B,C04A,C12A,C13K,N
4275,C02B,C04A,C12B,C13B,N
4276,C02A,C04B,C12A,C13H,N
4277,C02B,C04B,C12A,C13B,N
4278,C02D,C04B,C12A,C13B,N
4279,C02B,C04B,C12A,C13A,N
4280,C02B,C04A,C12A,C13B,N
4281,C02C,C04B,C12A,C13L,N
4282,C02C,C04A,C12B,C13E,N
4283,C02C,C04A,C12A,C13B,N
4284,C02C,C04A,C12B,C13G,N
4285,C02C,C04A,C12C,C13B,N
4286,C02B,C04B,C12A,C13H,N
4287,C02A,C04B,C12A,C13B,N
4288,C02D,C04A,C12B,C13B,N
4289,C02C,C04A,C12D,C13E,N
4290,C02B,C04A,C12A,C13B,N
4291,C02C,C04A,C12A,C13H,N
4292,C02B,C04B,C12A,C13J,N
4293,C02B,C04B,C12A,C13D,N
4294,C02C,C04A,C12A,C13H,N
4295,C02B,C04B,C12D,C13J,N
4296,C02D,C04A,C12A,C13J,N
4297,C02D,C04A,C12B,C13J,N
4298,C02C,C04B,C12A,C13J,N
4299,C02D,C04A,C12A,C13B,N
4300,C02C,C04A,C12A,C13F,N
4301,C02C,C04A,C12B,C13C,N
4302,C02C,C04B,C12D,C13C,Y
4303,C02B,C04A,C12A,C13B,Y
4304,C02B,C04B,C12A,C13B,N
4305,C02B,C04B,C12D,C13E,N
4306,C02C,C04B,C12A,C13C,N
4307,C02D,C04B,C12B,C13K,N
4308,C02B,C04A,C12A,C13J,N
4309,C02D,C04B,C12D,C13B,N
4310,C02D,C04B,C12A,C13B,N
4311,C02C,C04A,C12A,C13B,N
4312,C02C,C04B,C12C,C13B,N
4313,C02B,C04B,C12B,C13K,N
