,age_group,sex,class
8221,C02A,C04A,N
8222,C02B,C04B,N
8223,C02D,C04B,N
8224,C02B,C04B,N
8225,C02D,C04B,N
8226,C02C,C04A,Y
8227,C02D,C04B,Y
8228,C02C,C04A,N
8229,C02C,C04A,N
8230,C02B,C04B,N
8231,C02D,C04B,Y
8232,C02C,C04B,Y
8233,C02D,C04B,N
8234,C02B,C04A,N
8235,C02C,C04A,N
8236,C02A,C04A,N
8237,C02C,C04B,N
8238,C02D,C04A,N
8239,C02C,C04B,N
8240,C02B,C04A,Y
8241,C02C,C04A,N
8242,C02B,C04A,N
8243,C02A,C04A,N
8244,C02B,C04A,N
8245,C02C,C04B,Y
8246,C02C,C04B,N
8247,C02B,C04A,N
8248,C02D,C04B,N
8249,C02C,C04A,Y
8250,C02C,C04B,N
8251,C02B,C04A,N
8252,C02C,C04B,N
8253,C02C,C04A,N
8254,C02A,C04A,N
8255,C02C,C04B,Y
8256,C02A,C04B,N
8257,C02A,C04B,N
8258,C02A,C04A,N
8259,C02D,C04B,N
8260,C02B,C04A,N
8261,C02A,C04A,Y
8262,C02C,C04A,Y
8263,C02D,C04A,N
8264,C02D,C04B,N
8265,C02B,C04B,N
8266,C02B,C04B,N
8267,C02C,C04A,N
8268,C02C,C04B,N
8269,C02D,C04A,N
8270,C02D,C04A,N
8271,C02B,C04B,Y
8272,C02B,C04A,Y
8273,C02B,C04A,N
8274,C02C,C04B,N
8275,C02B,C04B,N
8276,C02C,C04A,N
8277,C02B,C04A,Y
8278,C02B,C04A,N
8279,C02A,C04B,N
8280,C02C,C04A,N
8281,C02C,C04A,N
8282,C02B,C04A,N
8283,C02D,C04A,Y
8284,C02A,C04A,N
8285,C02C,C04B,Y
8286,C02D,C04B,N
8287,C02B,C04B,N
8288,C02A,C04A,N
8289,C02A,C04A,N
8290,C02C,C04A,Y
8291,C02C,C04A,N
8292,C02D,C04B,Y
8293,C02B,C04A,N
8294,C02D,C04B,N
8295,C02B,C04B,N
8296,C02B,C04B,N
8297,C02D,C04B,N
8298,C02A,C04A,N
8299,C02C,C04A,N
8300,C02B,C04B,Y
8301,C02A,C04A,N
8302,C02C,C04A,N
8303,C02D,C04B,Y
8304,C02B,C04B,Y
8305,C02C,C04B,Y
8306,C02B,C04A,N
8307,C02A,C04B,N
8308,C02C,C04B,N
8309,C02B,C04A,N
8310,C02B,C04B,N
8311,C02B,C04A,N
8312,C02D,C04B,Y
8313,C02B,C04B,Y
8314,C02A,C04A,N
8315,C02B,C04B,N
8316,C02C,C04A,N
8317,C02B,C04B,N
8318,C02B,C04A,N
8319,C02C,C04B,N
8320,C02A,C04B,N
8321,C02B,C04B,N
8322,C02C,C04A,Y
8323,C02B,C04A,N
8324,C02A,C04A,N
8325,C02A,C04A,N
8326,C02B,C04B,N
8327,C02C,C04B,N
8328,C02B,C04A,N
8329,C02C,C04B,N
8330,C02B,C04A,Y
8331,C02B,C04A,N
8332,C02B,C04A,N
8333,C02C,C04A,N
8334,C02D,C04A,N
8335,C02C,C04B,Y
8336,C02D,C04B,N
8337,C02B,C04A,N
8338,C02C,C04A,N
8339,C02B,C04A,N
8340,C02D,C04A,Y
8341,C02C,C04A,N
8342,C02A,C04A,N
8343,C02A,C04A,Y
8344,C02A,C04A,N
8345,C02D,C04A,N
8346,C02D,C04B,N
8347,C02C,C04A,N
8348,C02D,C04A,Y
8349,C02B,C04A,N
8350,C02B,C04B,N
8351,C02B,C04B,Y
8352,C02C,C04A,N
8353,C02B,C04B,N
8354,C02C,C04A,N
8355,C02B,C04A,N
8356,C02C,C04B,Y
8357,C02A,C04A,N
8358,C02B,C04B,N
8359,C02A,C04A,N
8360,C02D,C04B,Y
8361,C02C,C04B,N
8362,C02A,C04A,N
8363,C02B,C04B,Y
8364,C02C,C04B,N
8365,C02A,C04A,N
8366,C02B,C04A,N
8367,C02D,C04A,N
8368,C02B,C04B,Y
8369,C02A,C04B,N
8370,C02B,C04B,N
8371,C02B,C04A,N
8372,C02B,C04A,Y
8373,C02B,C04A,N
8374,C02B,C04A,N
8375,C02A,C04B,N
8376,C02C,C04B,N
8377,C02D,C04A,N
8378,C02B,C04B,N
8379,C02B,C04A,N
8380,C02B,C04A,N
8381,C02C,C04B,N
8382,C02D,C04B,N
8383,C02D,C04A,N
8384,C02A,C04A,Y
8385,C02C,C04A,Y
8386,C02C,C04B,N
8387,C02D,C04A,N
8388,C02D,C04B,N
8389,C02C,C04A,N
8390,C02B,C04B,Y
8391,C02A,C04B,N
8392,C02C,C04B,N
8393,C02C,C04A,N
8394,C02B,C04A,Y
8395,C02B,C04B,N
8396,C02D,C04B,N
8397,C02C,C04A,N
8398,C02A,C04A,N
8399,C02A,C04A,N
8400,C02B,C04B,N
8401,C02C,C04A,N
8402,C02C,C04B,N
8403,C02C,C04B,Y
8404,C02C,C04B,N
8405,C02A,C04A,N
8406,C02B,C04A,N
8407,C02B,C04A,Y
8408,C02D,C04B,N
8409,C02B,C04B,N
8410,C02B,C04B,N
8411,C02B,C04A,Y
8412,C02B,C04A,N
8413,C02C,C04B,N
8414,C02C,C04A,N
8415,C02C,C04B,N
8416,C02C,C04B,N
8417,C02A,C04B,N
8418,C02B,C04A,N
8419,C02D,C04A,N
8420,C02D,C04B,Y
8421,C02B,C04B,N
8422,C02A,C04A,N
8423,C02B,C04A,N
8424,C02B,C04A,N
8425,C02D,C04A,N
8426,C02B,C04A,Y
8427,C02B,C04A,N
8428,C02C,C04A,N
8429,C02B,C04A,N
8430,C02B,C04A,N
8431,C02C,C04A,N
8432,C02A,C04B,Y
8433,C02C,C04B,Y
8434,C02A,C04A,N
8435,C02C,C04A,N
8436,C02B,C04A,Y
8437,C02B,C04B,N
8438,C02B,C04B,N
8439,C02C,C04A,Y
8440,C02A,C04B,N
8441,C02C,C04B,N
8442,C02B,C04A,N
8443,C02B,C04B,N
8444,C02B,C04A,N
8445,C02C,C04A,N
8446,C02A,C04B,N
8447,C02C,C04B,Y
8448,C02B,C04A,N
8449,C02B,C04B,N
8450,C02A,C04A,N
8451,C02B,C04A,N
8452,C02D,C04B,N
8453,C02D,C04B,N
8454,C02C,C04A,N
8455,C02C,C04B,N
8456,C02A,C04A,N
8457,C02C,C04B,N
8458,C02D,C04A,N
8459,C02B,C04A,N
8460,C02A,C04B,N
8461,C02C,C04B,N
8462,C02C,C04A,Y
8463,C02B,C04B,N
8464,C02B,C04A,N
8465,C02A,C04A,Y
8466,C02B,C04A,N
8467,C02B,C04A,Y
8468,C02A,C04B,N
8469,C02A,C04B,N
8470,C02A,C04A,N
8471,C02D,C04A,N
8472,C02A,C04B,N
8473,C02D,C04B,N
8474,C02C,C04A,N
8475,C02B,C04B,N
8476,C02C,C04B,N
8477,C02B,C04A,Y
8478,C02C,C04B,N
8479,C02C,C04B,Y
8480,C02A,C04B,N
8481,C02C,C04B,N
8482,C02B,C04A,N
8483,C02A,C04B,N
8484,C02C,C04B,N
8485,C02A,C04A,Y
8486,C02A,C04A,Y
8487,C02A,C04A,N
8488,C02D,C04B,N
8489,C02B,C04B,N
8490,C02C,C04B,N
8491,C02C,C04A,N
8492,C02A,C04A,N
8493,C02B,C04B,N
8494,C02B,C04B,N
8495,C02C,C04B,N
8496,C02A,C04B,N
8497,C02D,C04B,N
8498,C02B,C04B,N
8499,C02B,C04B,N
8500,C02B,C04B,N
8501,C02C,C04A,N
8502,C02B,C04A,N
8503,C02B,C04B,Y
8504,C02B,C04B,N
8505,C02B,C04A,N
8506,C02B,C04B,Y
8507,C02A,C04B,N
8508,C02B,C04A,N
8509,C02B,C04A,Y
8510,C02B,C04A,N
8511,C02D,C04A,Y
8512,C02A,C04A,N
8513,C02B,C04B,N
8514,C02C,C04A,N
8515,C02B,C04B,N
8516,C02D,C04A,N
8517,C02B,C04B,N
8518,C02D,C04B,N
8519,C02C,C04A,N
8520,C02C,C04A,N
8521,C02D,C04A,N
8522,C02C,C04A,N
8523,C02C,C04B,N
8524,C02C,C04A,N
8525,C02B,C04A,N
8526,C02D,C04B,N
8527,C02B,C04B,N
8528,C02C,C04B,Y
8529,C02C,C04B,N
8530,C02B,C04B,N
8531,C02B,C04A,N
8532,C02C,C04A,N
8533,C02C,C04A,Y
8534,C02C,C04A,N
8535,C02B,C04A,N
8536,C02A,C04B,N
8537,C02B,C04B,N
8538,C02A,C04A,N
8539,C02C,C04A,N
8540,C02C,C04B,N
8541,C02D,C04A,N
8542,C02B,C04B,N
8543,C02B,C04B,N
8544,C02B,C04B,N
8545,C02B,C04A,N
8546,C02C,C04B,N
8547,C02D,C04A,N
8548,C02A,C04B,N
8549,C02A,C04A,N
8550,C02C,C04B,Y
8551,C02C,C04A,Y
8552,C02A,C04B,N
8553,C02B,C04A,N
8554,C02D,C04A,Y
8555,C02C,C04B,N
8556,C02D,C04A,N
8557,C02A,C04B,N
8558,C02C,C04B,N
8559,C02C,C04A,N
8560,C02C,C04B,N
8561,C02B,C04A,N
8562,C02A,C04A,N
8563,C02B,C04A,N
8564,C02C,C04B,N
8565,C02C,C04B,Y
8566,C02D,C04B,N
8567,C02D,C04A,N
8568,C02B,C04B,N
8569,C02C,C04A,N
8570,C02A,C04B,N
8571,C02D,C04A,N
8572,C02B,C04A,N
8573,C02C,C04A,N
8574,C02D,C04B,Y
8575,C02B,C04B,N
8576,C02C,C04B,N
8577,C02D,C04A,N
8578,C02B,C04A,N
8579,C02C,C04B,N
8580,C02B,C04A,N
8581,C02A,C04B,N
8582,C02C,C04A,N
8583,C02D,C04B,N
8584,C02B,C04B,N
8585,C02A,C04B,N
8586,C02A,C04B,N
8587,C02D,C04A,N
8588,C02C,C04A,N
8589,C02B,C04B,N
8590,C02B,C04B,N
8591,C02B,C04A,N
8592,C02B,C04A,Y
8593,C02A,C04A,N
8594,C02B,C04B,N
8595,C02B,C04B,N
8596,C02A,C04A,N
8597,C02C,C04B,N
8598,C02B,C04A,N
8599,C02C,C04A,N
8600,C02C,C04A,N
8601,C02D,C04A,N
8602,C02D,C04A,N
8603,C02D,C04A,N
8604,C02C,C04B,N
8605,C02C,C04B,Y
8606,C02B,C04B,N
8607,C02D,C04B,N
8608,C02A,C04A,Y
8609,C02D,C04B,N
8610,C02D,C04B,Y
8611,C02D,C04A,N
8612,C02C,C04B,N
8613,C02C,C04A,N
8614,C02B,C04B,N
8615,C02B,C04B,Y
8616,C02C,C04A,N
8617,C02B,C04A,N
8618,C02B,C04A,N
8619,C02D,C04A,Y
8620,C02B,C04A,N
8621,C02D,C04A,N
8622,C02C,C04B,N
8623,C02D,C04A,N
8624,C02C,C04A,N
8625,C02D,C04B,N
8626,C02B,C04B,Y
8627,C02B,C04B,N
8628,C02B,C04A,Y
8629,C02A,C04A,Y
8630,C02B,C04B,N
8631,C02B,C04B,Y
8632,C02B,C04B,N
8633,C02B,C04B,N
8634,C02B,C04A,N
8635,C02B,C04A,N
8636,C02B,C04B,N
8637,C02B,C04A,N
8638,C02A,C04B,N
8639,C02C,C04A,N
8640,C02C,C04B,N
8641,C02B,C04B,N
8642,C02C,C04A,N
8643,C02C,C04B,N
8644,C02B,C04B,N
8645,C02D,C04B,N
8646,C02B,C04A,N
8647,C02A,C04A,N
8648,C02D,C04A,N
8649,C02D,C04A,N
8650,C02C,C04A,N
8651,C02D,C04A,Y
8652,C02B,C04B,N
8653,C02D,C04A,N
8654,C02C,C04B,N
8655,C02C,C04B,N
8656,C02A,C04B,Y
8657,C02B,C04B,N
8658,C02A,C04A,N
8659,C02A,C04B,N
8660,C02A,C04A,N
8661,C02B,C04B,N
8662,C02C,C04A,N
8663,C02B,C04A,N
8664,C02A,C04A,Y
8665,C02D,C04B,Y
8666,C02B,C04B,N
8667,C02D,C04B,N
8668,C02B,C04B,N
8669,C02A,C04A,N
8670,C02A,C04B,N
8671,C02C,C04A,N
8672,C02C,C04A,N
8673,C02A,C04A,N
8674,C02B,C04B,N
8675,C02D,C04A,N
8676,C02B,C04A,N
8677,C02B,C04B,N
8678,C02B,C04A,N
8679,C02C,C04B,N
8680,C02C,C04A,N
8681,C02A,C04B,N
8682,C02B,C04A,N
8683,C02C,C04B,N
8684,C02C,C04A,N
8685,C02D,C04A,N
8686,C02B,C04B,N
8687,C02C,C04A,N
8688,C02C,C04B,Y
8689,C02A,C04A,N
8690,C02B,C04B,N
8691,C02B,C04A,N
8692,C02A,C04A,N
8693,C02B,C04A,Y
8694,C02C,C04A,N
8695,C02B,C04B,N
8696,C02B,C04B,N
8697,C02B,C04B,N
8698,C02A,C04B,N
8699,C02C,C04A,Y
8700,C02C,C04A,N
8701,C02C,C04A,N
8702,C02A,C04A,N
8703,C02A,C04A,Y
8704,C02D,C04A,N
8705,C02D,C04A,N
8706,C02B,C04A,Y
8707,C02D,C04B,N
8708,C02A,C04B,N
8709,C02D,C04A,N
8710,C02A,C04A,N
8711,C02C,C04B,N
8712,C02D,C04B,N
8713,C02B,C04B,N
8714,C02D,C04B,Y
8715,C02B,C04A,N
8716,C02C,C04B,N
8717,C02B,C04B,N
8718,C02A,C04B,N
8719,C02A,C04B,N
8720,C02C,C04A,N
8721,C02C,C04A,N
8722,C02C,C04A,N
8723,C02C,C04B,N
8724,C02B,C04B,N
8725,C02C,C04B,Y
8726,C02C,C04A,N
8727,C02B,C04A,N
8728,C02A,C04B,Y
8729,C02B,C04B,Y
8730,C02C,C04B,Y
8731,C02C,C04A,N
8732,C02D,C04A,N
8733,C02D,C04B,N
8734,C02B,C04A,Y
8735,C02B,C04B,N
8736,C02A,C04A,N
8737,C02D,C04B,Y
8738,C02A,C04A,N
8739,C02B,C04B,N
8740,C02D,C04B,N
8741,C02B,C04B,N
8742,C02C,C04B,Y
8743,C02D,C04A,Y
8744,C02A,C04A,N
8745,C02A,C04B,N
8746,C02C,C04B,N
8747,C02D,C04A,Y
8748,C02B,C04B,N
8749,C02B,C04A,N
8750,C02C,C04A,Y
8751,C02C,C04A,N
8752,C02C,C04A,N
8753,C02D,C04B,N
8754,C02A,C04A,N
8755,C02A,C04B,N
8756,C02A,C04B,N
8757,C02D,C04B,N
8758,C02C,C04A,N
8759,C02C,C04B,N
8760,C02A,C04A,N
8761,C02C,C04A,N
8762,C02C,C04A,N
8763,C02B,C04A,N
8764,C02B,C04A,N
8765,C02A,C04B,N
8766,C02B,C04B,N
8767,C02A,C04B,N
8768,C02B,C04A,N
8769,C02A,C04A,N
8770,C02B,C04A,N
8771,C02D,C04B,Y
8772,C02B,C04B,Y
8773,C02A,C04A,Y
8774,C02B,C04A,N
8775,C02A,C04B,N
8776,C02B,C04A,N
8777,C02A,C04A,Y
8778,C02A,C04B,Y
8779,C02C,C04A,N
8780,C02B,C04B,N
8781,C02A,C04A,N
8782,C02C,C04A,N
8783,C02B,C04B,N
8784,C02C,C04B,N
8785,C02A,C04A,N
8786,C02B,C04B,N
8787,C02D,C04B,N
8788,C02A,C04B,N
8789,C02C,C04B,N
8790,C02A,C04A,N
8791,C02C,C04B,N
8792,C02C,C04A,N
8793,C02B,C04B,N
8794,C02C,C04B,N
8795,C02B,C04A,N
8796,C02B,C04A,N
8797,C02A,C04A,N
8798,C02B,C04B,N
8799,C02B,C04B,N
8800,C02D,C04B,N
8801,C02B,C04A,N
8802,C02B,C04A,Y
8803,C02B,C04A,N
8804,C02B,C04A,N
8805,C02C,C04B,N
8806,C02D,C04B,N
8807,C02C,C04B,N
8808,C02A,C04B,N
8809,C02B,C04A,N
8810,C02B,C04B,N
8811,C02A,C04A,N
8812,C02D,C04A,N
8813,C02C,C04A,N
8814,C02B,C04A,N
8815,C02C,C04B,N
8816,C02A,C04A,N
8817,C02A,C04A,N
8818,C02C,C04B,N
8819,C02B,C04A,N
8820,C02C,C04A,N
8821,C02B,C04B,N
8822,C02C,C04B,N
8823,C02C,C04A,N
8824,C02B,C04A,N
8825,C02C,C04B,N
8826,C02A,C04B,N
8827,C02B,C04A,N
8828,C02C,C04B,N
8829,C02C,C04B,N
8830,C02B,C04B,N
8831,C02C,C04B,Y
8832,C02A,C04A,Y
8833,C02B,C04A,N
8834,C02B,C04A,N
8835,C02C,C04A,N
8836,C02B,C04A,N
8837,C02C,C04A,N
8838,C02C,C04A,N
8839,C02C,C04A,N
8840,C02D,C04A,N
8841,C02D,C04A,N
8842,C02B,C04A,N
8843,C02B,C04B,N
8844,C02C,C04B,N
8845,C02D,C04B,N
8846,C02B,C04A,N
8847,C02D,C04B,N
8848,C02D,C04B,N
8849,C02D,C04A,N
8850,C02A,C04A,N
8851,C02A,C04B,Y
8852,C02B,C04B,N
8853,C02A,C04A,N
8854,C02B,C04B,N
8855,C02B,C04B,Y
8856,C02C,C04B,N
8857,C02C,C04B,N
8858,C02B,C04B,N
8859,C02C,C04A,N
8860,C02B,C04A,N
8861,C02C,C04A,Y
8862,C02A,C04A,N
8863,C02D,C04B,N
8864,C02D,C04A,N
8865,C02D,C04A,N
8866,C02A,C04A,N
8867,C02B,C04B,Y
8868,C02C,C04A,N
8869,C02C,C04B,Y
8870,C02D,C04A,Y
8871,C02D,C04B,Y
8872,C02C,C04B,N
8873,C02B,C04B,N
8874,C02C,C04B,N
8875,C02D,C04B,N
8876,C02A,C04A,Y
8877,C02C,C04B,N
8878,C02C,C04B,Y
8879,C02C,C04A,N
8880,C02B,C04A,N
8881,C02A,C04B,Y
8882,C02C,C04A,N
8883,C02B,C04B,N
8884,C02C,C04A,N
8885,C02C,C04B,N
8886,C02A,C04B,Y
8887,C02B,C04A,N
8888,C02B,C04B,N
8889,C02C,C04A,N
8890,C02D,C04B,N
8891,C02C,C04A,N
8892,C02A,C04A,Y
8893,C02B,C04A,N
8894,C02B,C04A,N
8895,C02D,C04B,N
8896,C02C,C04A,N
8897,C02D,C04B,N
8898,C02C,C04B,N
8899,C02B,C04A,N
8900,C02D,C04B,Y
8901,C02A,C04A,N
8902,C02B,C04B,N
8903,C02B,C04A,N
8904,C02B,C04A,N
8905,C02A,C04B,N
8906,C02C,C04B,Y
8907,C02D,C04A,N
8908,C02B,C04B,N
8909,C02C,C04B,N
8910,C02D,C04B,N
8911,C02C,C04B,N
8912,C02C,C04A,N
8913,C02C,C04A,N
8914,C02B,C04A,Y
8915,C02C,C04A,N
8916,C02C,C04B,N
8917,C02A,C04A,N
8918,C02D,C04A,N
8919,C02B,C04B,N
8920,C02B,C04B,N
8921,C02D,C04B,N
8922,C02C,C04B,Y
8923,C02D,C04B,N
8924,C02C,C04A,N
8925,C02C,C04A,N
8926,C02B,C04B,Y
8927,C02B,C04B,N
8928,C02C,C04A,Y
8929,C02C,C04A,N
8930,C02B,C04B,N
8931,C02B,C04A,N
8932,C02B,C04B,N
8933,C02D,C04A,N
8934,C02B,C04B,Y
8935,C02C,C04A,N
8936,C02C,C04B,N
8937,C02A,C04A,N
8938,C02B,C04A,Y
8939,C02C,C04A,N
8940,C02C,C04A,N
8941,C02A,C04A,N
8942,C02D,C04B,N
8943,C02D,C04B,N
8944,C02C,C04B,N
8945,C02D,C04B,Y
8946,C02C,C04B,Y
8947,C02C,C04A,N
8948,C02B,C04A,Y
8949,C02B,C04A,N
8950,C02A,C04B,N
8951,C02C,C04B,N
8952,C02C,C04B,N
8953,C02B,C04A,N
8954,C02D,C04B,N
8955,C02A,C04A,N
8956,C02C,C04A,N
8957,C02B,C04B,N
8958,C02D,C04B,N
8959,C02A,C04A,N
8960,C02B,C04B,N
8961,C02C,C04B,Y
8962,C02B,C04A,N
8963,C02C,C04B,N
8964,C02C,C04B,Y
8965,C02B,C04A,N
8966,C02D,C04A,Y
8967,C02C,C04A,Y
8968,C02A,C04B,N
8969,C02B,C04B,N
8970,C02C,C04A,N
8971,C02A,C04A,N
8972,C02C,C04A,Y
8973,C02A,C04A,N
8974,C02C,C04B,N
8975,C02C,C04B,N
8976,C02B,C04A,Y
8977,C02C,C04B,N
8978,C02C,C04B,N
8979,C02B,C04A,N
8980,C02D,C04A,N
8981,C02C,C04A,N
8982,C02C,C04A,Y
8983,C02A,C04B,N
8984,C02B,C04A,N
8985,C02C,C04A,N
8986,C02C,C04A,N
8987,C02B,C04B,N
8988,C02C,C04B,N
8989,C02A,C04B,Y
8990,C02B,C04B,Y
8991,C02B,C04A,N
8992,C02C,C04A,N
8993,C02A,C04B,N
8994,C02B,C04B,Y
8995,C02B,C04B,N
8996,C02D,C04A,N
8997,C02A,C04A,N
8998,C02B,C04B,Y
8999,C02D,C04A,N
9000,C02B,C04B,Y
9001,C02C,C04B,Y
9002,C02B,C04A,N
9003,C02B,C04B,N
9004,C02D,C04A,N
9005,C02C,C04B,N
9006,C02D,C04B,N
9007,C02C,C04A,N
9008,C02A,C04A,Y
9009,C02B,C04B,N
9010,C02C,C04B,N
9011,C02B,C04B,N
9012,C02B,C04B,N
9013,C02A,C04B,Y
9014,C02D,C04A,N
9015,C02A,C04A,N
9016,C02A,C04A,N
9017,C02B,C04B,N
9018,C02C,C04B,N
9019,C02C,C04B,N
9020,C02A,C04B,N
9021,C02A,C04B,N
9022,C02B,C04A,N
9023,C02A,C04B,N
9024,C02C,C04B,N
9025,C02C,C04B,N
9026,C02C,C04B,N
9027,C02A,C04A,Y
9028,C02C,C04A,N
9029,C02B,C04A,N
9030,C02A,C04A,N
9031,C02D,C04A,N
9032,C02D,C04B,N
9033,C02C,C04A,N
9034,C02D,C04A,N
9035,C02C,C04B,N
9036,C02C,C04B,N
9037,C02C,C04B,Y
9038,C02B,C04A,N
9039,C02A,C04B,N
9040,C02A,C04A,Y
9041,C02B,C04A,N
9042,C02C,C04B,N
9043,C02B,C04A,N
9044,C02B,C04A,N
9045,C02A,C04A,Y
9046,C02D,C04B,N
9047,C02B,C04B,N
9048,C02B,C04A,N
9049,C02C,C04B,N
9050,C02C,C04B,N
9051,C02A,C04A,N
9052,C02C,C04B,Y
9053,C02B,C04B,N
9054,C02A,C04B,N
9055,C02A,C04A,N
9056,C02C,C04B,N
9057,C02C,C04B,Y
9058,C02C,C04B,N
9059,C02B,C04B,N
9060,C02C,C04A,N
9061,C02C,C04A,N
9062,C02A,C04B,N
9063,C02B,C04A,Y
9064,C02B,C04B,N
9065,C02B,C04B,Y
9066,C02D,C04A,N
9067,C02B,C04A,Y
9068,C02D,C04A,Y
9069,C02C,C04A,N
9070,C02D,C04B,N
9071,C02D,C04B,Y
9072,C02A,C04B,N
9073,C02B,C04A,N
9074,C02B,C04A,N
9075,C02C,C04B,Y
9076,C02B,C04A,N
9077,C02D,C04B,N
9078,C02C,C04B,N
9079,C02B,C04B,N
9080,C02C,C04B,N
9081,C02C,C04A,N
9082,C02A,C04B,Y
9083,C02B,C04A,N
9084,C02C,C04B,N
9085,C02A,C04B,N
9086,C02D,C04B,N
9087,C02C,C04B,Y
9088,C02D,C04A,N
9089,C02D,C04B,N
9090,C02D,C04A,N
9091,C02B,C04A,Y
9092,C02B,C04A,N
9093,C02C,C04B,N
9094,C02C,C04A,N
9095,C02B,C04A,Y
9096,C02C,C04B,N
9097,C02C,C04A,N
9098,C02C,C04B,N
9099,C02C,C04A,Y
9100,C02B,C04A,N
9101,C02B,C04B,N
9102,C02B,C04A,N
9103,C02B,C04A,N
9104,C02A,C04A,N
9105,C02B,C04A,N
9106,C02C,C04B,N
9107,C02A,C04B,N
9108,C02A,C04A,N
9109,C02B,C04B,Y
9110,C02B,C04A,N
9111,C02C,C04A,N
9112,C02C,C04A,N
9113,C02B,C04B,N
9114,C02D,C04A,N
9115,C02C,C04A,N
9116,C02D,C04A,N
9117,C02D,C04B,N
9118,C02C,C04B,N
9119,C02B,C04B,N
9120,C02C,C04A,N
9121,C02C,C04B,Y
9122,C02B,C04A,N
9123,C02A,C04A,N
9124,C02C,C04A,Y
9125,C02C,C04A,N
9126,C02C,C04B,N
9127,C02C,C04A,Y
9128,C02C,C04A,Y
9129,C02C,C04B,N
9130,C02D,C04B,N
9131,C02A,C04B,N
9132,C02A,C04A,Y
9133,C02C,C04A,N
9134,C02C,C04B,Y
9135,C02B,C04A,N
9136,C02B,C04A,Y
9137,C02C,C04A,Y
9138,C02B,C04B,N
9139,C02C,C04B,N
9140,C02B,C04B,N
9141,C02A,C04B,N
9142,C02C,C04B,N
9143,C02C,C04B,N
9144,C02C,C04A,N
9145,C02D,C04B,N
9146,C02C,C04A,N
9147,C02C,C04A,N
9148,C02D,C04A,N
9149,C02C,C04B,N
9150,C02D,C04B,N
9151,C02A,C04B,N
9152,C02D,C04A,N
9153,C02B,C04A,N
9154,C02C,C04B,N
9155,C02C,C04A,N
9156,C02B,C04B,Y
9157,C02A,C04A,Y
9158,C02C,C04A,N
9159,C02C,C04B,N
9160,C02C,C04A,N
9161,C02B,C04A,N
9162,C02D,C04A,N
9163,C02C,C04B,N
9164,C02C,C04B,N
9165,C02C,C04B,N
9166,C02C,C04A,Y
9167,C02C,C04A,N
9168,C02B,C04B,Y
9169,C02D,C04A,N
9170,C02D,C04B,N
9171,C02B,C04B,N
9172,C02B,C04B,Y
9173,C02B,C04B,N
9174,C02A,C04A,N
9175,C02C,C04A,N
9176,C02C,C04B,N
9177,C02B,C04B,N
9178,C02C,C04A,N
9179,C02A,C04B,N
9180,C02C,C04B,N
9181,C02A,C04A,N
9182,C02C,C04A,N
9183,C02C,C04A,Y
9184,C02B,C04B,Y
9185,C02B,C04B,N
9186,C02C,C04A,N
9187,C02B,C04B,Y
9188,C02C,C04A,N
9189,C02D,C04A,N
9190,C02C,C04A,N
9191,C02A,C04B,N
9192,C02A,C04A,N
9193,C02C,C04B,N
9194,C02A,C04B,N
9195,C02C,C04B,N
9196,C02A,C04A,N
9197,C02C,C04B,N
9198,C02C,C04B,Y
9199,C02B,C04A,N
9200,C02A,C04A,N
9201,C02B,C04A,N
9202,C02D,C04B,N
9203,C02C,C04A,N
9204,C02D,C04B,N
9205,C02B,C04A,N
9206,C02A,C04B,N
9207,C02A,C04A,Y
9208,C02B,C04A,N
9209,C02B,C04B,N
9210,C02A,C04A,N
9211,C02D,C04A,N
9212,C02A,C04B,Y
9213,C02B,C04A,N
9214,C02D,C04A,N
9215,C02C,C04A,N
9216,C02C,C04A,Y
9217,C02A,C04B,N
9218,C02A,C04A,N
9219,C02C,C04B,Y
9220,C02B,C04A,Y
9221,C02B,C04B,N
9222,C02B,C04A,N
9223,C02A,C04A,Y
9224,C02C,C04B,N
9225,C02B,C04A,Y
9226,C02D,C04B,N
9227,C02C,C04B,Y
9228,C02A,C04B,Y
9229,C02C,C04B,N
9230,C02D,C04B,N
9231,C02B,C04B,N
9232,C02C,C04B,N
9233,C02D,C04B,N
9234,C02C,C04B,N
9235,C02A,C04A,N
9236,C02C,C04A,N
9237,C02C,C04A,N
9238,C02A,C04A,N
9239,C02D,C04B,Y
9240,C02B,C04B,N
9241,C02A,C04A,N
9242,C02C,C04B,N
9243,C02B,C04B,Y
9244,C02D,C04A,Y
9245,C02C,C04A,Y
9246,C02C,C04B,N
9247,C02A,C04A,N
9248,C02D,C04A,N
9249,C02B,C04B,N
9250,C02B,C04A,N
9251,C02A,C04A,N
9252,C02D,C04B,N
9253,C02C,C04A,N
9254,C02C,C04B,N
9255,C02B,C04A,N
9256,C02A,C04A,N
9257,C02C,C04A,N
9258,C02B,C04B,N
9259,C02B,C04B,N
9260,C02C,C04B,Y
9261,C02C,C04B,N
9262,C02B,C04B,Y
9263,C02D,C04B,Y
9264,C02C,C04A,N
9265,C02B,C04B,N
9266,C02B,C04A,Y
9267,C02D,C04B,N
9268,C02D,C04A,N
9269,C02D,C04B,N
9270,C02C,C04A,N
9271,C02A,C04A,Y
9272,C02A,C04A,N
9273,C02A,C04A,Y
9274,C02B,C04B,N
9275,C02B,C04A,N
9276,C02B,C04A,N
9277,C02B,C04B,N
9278,C02B,C04B,N
9279,C02D,C04B,N
9280,C02A,C04B,N
9281,C02C,C04B,N
